rodada,query,tempo_execucao
13,22,0.001013040542602539
13,23,0.0
13,24,0.0
13,25,0.0013501644134521484
13,26,0.0
13,27,0.0
13,28,0.0009992122650146484
13,29,0.0009975433349609375
13,30,0.0006203651428222656
13,31,0.0009374618530273438
13,32,0.0
13,33,0.0010008811950683594
13,34,0.0
13,35,0.00099945068359375
13,36,0.0
13,37,0.00099945068359375
13,38,0.0
13,39,0.00028514862060546875
13,40,0.0
13,41,0.0
13,42,0.0
13,43,0.0
13,44,0.0
13,45,0.003866910934448242
13,46,0.0006041526794433594
13,47,0.0
13,48,0.0033469200134277344
13,49,0.001012563705444336
13,50,0.001512765884399414
13,51,0.0012121200561523438
13,52,0.0
13,53,0.0010066032409667969
13,54,0.0010001659393310547
13,55,0.0
14,1,0.0
14,2,0.0
14,3,0.0
14,4,0.0
14,5,0.0
14,6,0.0036323070526123047
14,7,0.0
14,8,0.001008749008178711
14,9,0.0
14,10,0.0
14,11,0.0
14,12,0.0015072822570800781
14,13,0.0
14,14,0.0010094642639160156
14,15,0.0
14,16,0.0
14,17,0.0035881996154785156
14,18,0.0
14,19,0.0004820823669433594
14,20,0.0
14,21,0.0009913444519042969
14,22,0.0004904270172119141
14,23,0.0
14,24,0.0
14,25,0.000997781753540039
14,26,0.0
14,27,0.0
14,28,0.0
14,29,0.0
14,30,0.0
14,31,0.0
14,32,0.003857135772705078
14,33,0.0
14,34,0.0010085105895996094
14,35,0.0
14,36,0.0
14,37,0.0
14,38,0.00099945068359375
14,39,0.0
14,40,0.0010771751403808594
14,41,0.0
14,42,0.003038167953491211
14,43,0.0010156631469726562
14,44,0.0009987354278564453
14,45,0.0006554126739501953
14,46,0.0
14,47,0.0010590553283691406
14,48,0.0
14,49,0.0
14,50,0.0
14,51,0.0
14,52,0.0
14,53,0.0005297660827636719
14,54,0.0
14,55,0.0010077953338623047
15,1,0.0
15,2,0.0010030269622802734
15,3,0.0
15,4,0.0009999275207519531
15,5,0.0
15,6,0.0
15,7,0.0009999275207519531
15,8,0.0
15,9,0.0
15,10,0.0
15,11,0.0
15,12,0.0
15,13,0.0
15,14,0.0
15,15,6.151199340820312e-05
15,16,0.0
15,17,0.0
15,18,0.0
15,19,0.0
15,20,0.0
15,21,0.0010025501251220703
15,22,0.0
15,23,0.0009970664978027344
15,24,0.0
15,25,0.000997304916381836
15,26,0.0
15,27,0.0008244514465332031
15,28,0.0
15,29,0.0010085105895996094
15,30,0.0
15,31,0.0010030269622802734
15,32,0.0
15,33,0.0009963512420654297
15,34,0.0
15,35,0.0
15,36,0.0003800392150878906
15,37,0.0006456375122070312
15,38,0.0007290840148925781
15,39,0.0
15,40,0.0
15,41,0.004639148712158203
15,42,0.0
15,43,0.001012563705444336
15,44,0.0
15,45,0.0009996891021728516
15,46,0.0
15,47,0.0015060901641845703
15,48,0.0
15,49,0.001132965087890625
15,50,0.0008463859558105469
15,51,0.0
15,52,0.00099945068359375
15,53,0.0
15,54,0.0
15,55,0.0011448860168457031
16,1,0.0
16,2,0.0
16,3,0.0010039806365966797
16,4,0.0006053447723388672
16,5,0.0
16,6,0.0
16,7,0.0
16,8,0.0
16,9,0.0
16,10,0.0010132789611816406
16,11,0.0
16,12,0.0009970664978027344
16,13,0.0004451274871826172
16,14,0.0
16,15,0.0
16,16,0.001012563705444336
16,17,0.0
16,18,0.0010018348693847656
16,19,0.0
16,20,0.0
16,21,0.0
16,22,0.0008251667022705078
16,23,0.0
16,24,0.0
16,25,0.0015065670013427734
16,26,0.0
16,27,0.0
16,28,0.0
16,29,0.0
16,30,0.0
16,31,0.0006918907165527344
16,32,0.0006482601165771484
16,33,0.0
16,34,0.0
16,35,0.0006334781646728516
16,36,0.0
16,37,0.0
16,38,0.0
16,39,0.0
16,40,0.0
16,41,0.0015118122100830078
16,42,0.0
16,43,0.0
16,44,0.0009968280792236328
16,45,0.0
16,46,0.0009992122650146484
16,47,0.0007154941558837891
16,48,0.0003407001495361328
16,49,0.0010020732879638672
16,50,0.0009987354278564453
16,51,0.00099945068359375
16,52,0.0
16,53,0.00031566619873046875
16,54,0.0010135173797607422
16,55,0.0
17,1,0.0
17,2,0.0
17,3,0.0
17,4,0.0
17,5,0.0
17,6,0.001188516616821289
17,7,0.0
17,8,0.0
17,9,0.0
17,10,0.0009980201721191406
17,11,0.0009829998016357422
17,12,0.0
17,13,0.0
17,14,0.0015113353729248047
17,15,0.0004291534423828125
17,16,0.0004436969757080078
17,17,0.0002148151397705078
17,18,0.0
17,19,0.0
17,20,0.0
17,21,0.0
17,22,0.0009989738464355469
17,23,0.0
17,24,0.0
17,25,0.0009963512420654297
17,26,0.0006687641143798828
17,27,0.0
17,28,0.0
17,29,0.0
17,30,0.0021800994873046875
17,31,0.0006582736968994141
17,32,0.0
17,33,0.0016205310821533203
17,34,0.0
17,35,0.001008749008178711
17,36,0.000957489013671875
17,37,0.0
17,38,0.0010139942169189453
17,39,0.0
17,40,0.0009996891021728516
17,41,0.0
17,42,0.0010018348693847656
17,43,0.0005576610565185547
17,44,0.0005288124084472656
17,45,0.00015425682067871094
17,46,0.0010008811950683594
17,47,0.0
17,48,0.0
17,49,0.0015056133270263672
17,50,0.0010082721710205078
17,51,0.0009248256683349609
17,52,0.0
17,53,0.0
17,54,0.0
17,55,0.0006029605865478516
18,1,0.0
18,2,0.0
18,3,0.00373077392578125
18,4,0.0
18,5,0.0015118122100830078
18,6,0.0
18,7,0.0
18,8,0.0
18,9,0.0
18,10,0.000997304916381836
18,11,0.0
18,12,0.0011563301086425781
18,13,0.0
18,14,0.0
18,15,0.0
18,16,0.0
18,17,0.0
18,18,0.0
18,19,0.0
18,20,0.0
18,21,0.0
18,22,0.0
18,23,0.0
18,24,0.0
18,25,0.005468606948852539
18,26,0.0
18,27,0.0
18,28,0.001508951187133789
18,29,0.0
18,30,0.0010135173797607422
18,31,0.0010254383087158203
18,32,0.0014111995697021484
18,33,0.0021479129791259766
18,34,0.0
18,35,0.00101470947265625
18,36,0.001007080078125
18,37,0.0
18,38,0.0
18,39,0.0015087127685546875
18,40,0.0004360675811767578
18,41,0.0
18,42,0.0
18,43,0.0
18,44,0.0
18,45,0.0
18,46,0.0
18,47,0.0
18,48,0.0
18,49,0.0
18,50,0.0010082721710205078
18,51,0.0013453960418701172
18,52,0.0008728504180908203
18,53,0.0007963180541992188
18,54,0.00043892860412597656
18,55,0.0010037422180175781
19,1,0.0
19,2,0.0
19,3,0.0008499622344970703
19,4,0.0
19,5,0.0
19,6,0.0010135173797607422
19,7,0.0
19,8,0.0
19,9,0.0009989738464355469
19,10,0.0004341602325439453
19,11,0.0001571178436279297
19,12,0.0
19,13,0.0010013580322265625
19,14,0.0
19,15,0.0009989738464355469
19,16,0.0
19,17,0.0
19,18,0.0011870861053466797
19,19,0.0
19,20,0.000885009765625
19,21,0.0003306865692138672
19,22,0.0
19,23,0.0010085105895996094
19,24,0.0
19,25,0.0006871223449707031
19,26,0.0007297992706298828
19,27,0.0
19,28,0.003464937210083008
19,29,0.0
19,30,0.0015742778778076172
19,31,0.0
19,32,0.0009434223175048828
19,33,0.0
19,34,0.0010004043579101562
19,35,0.0
19,36,0.0003981590270996094
19,37,0.0008676052093505859
19,38,0.00017881393432617188
19,39,0.0010073184967041016
19,40,0.0
19,41,0.0010006427764892578
19,42,0.0009980201721191406
19,43,0.0
19,44,0.0012297630310058594
19,45,0.0
19,46,0.0
19,47,0.0008215904235839844
19,48,0.0007548332214355469
19,49,0.0
19,50,0.0040323734283447266
19,51,0.0
19,52,0.0
19,53,0.0009970664978027344
19,54,0.0015087127685546875
19,55,0.0010411739349365234
20,1,0.0
20,2,0.0
20,3,0.0
20,4,0.0
20,5,0.0
20,6,0.0
20,7,0.0009961128234863281
20,8,0.0
20,9,0.0
20,10,0.001003265380859375
20,11,0.0
20,12,0.0009963512420654297
20,13,0.0
20,14,0.0012240409851074219
20,15,0.0
20,16,0.0023665428161621094
20,17,0.0010051727294921875
20,18,0.0010046958923339844
20,19,0.0
20,20,0.0009899139404296875
20,21,0.0
20,22,0.0
20,23,0.0
20,24,0.0
20,25,0.0
20,26,0.0
20,27,0.0
20,28,0.0
20,29,0.0
20,30,0.0
20,31,0.0
20,32,0.0
20,33,0.005379915237426758
20,34,0.0
20,35,0.0010101795196533203
20,36,0.0
20,37,0.0009989738464355469
20,38,0.0
20,39,0.0009984970092773438
20,40,0.0
20,41,0.0010042190551757812
20,42,0.0
20,43,0.0
20,44,0.0
20,45,0.0
20,46,0.0
20,47,0.005007743835449219
20,48,0.0
20,49,0.0003952980041503906
20,50,0.0010023117065429688
20,51,0.0009992122650146484
20,52,0.0
20,53,0.0009992122650146484
20,54,0.0009980201721191406
20,55,0.0004067420959472656
21,1,0.0
21,2,0.0
21,3,0.0
21,4,0.0
21,5,0.0
21,6,0.0
21,7,0.0
21,8,0.0
21,9,0.0
21,10,0.0
21,11,0.0
21,12,0.0006203651428222656
21,13,0.0
21,14,0.0
21,15,0.0
21,16,0.0
21,17,0.0
21,18,0.0011830329895019531
21,19,0.0
21,20,0.00037932395935058594
21,21,0.0
21,22,0.0010008811950683594
21,23,0.0
21,24,0.001005411148071289
21,25,0.0
21,26,0.0
21,27,0.0
21,28,0.0003769397735595703
21,29,0.00027060508728027344
21,30,0.0
21,31,0.0
21,32,0.0
21,33,0.0
21,34,0.0
21,35,0.0
21,36,0.0
21,37,0.0
21,38,0.0
21,39,0.0037255287170410156
21,40,0.0
21,41,0.0010085105895996094
21,42,0.0009992122650146484
21,43,0.0006289482116699219
21,44,0.0010554790496826172
21,45,0.0010113716125488281
21,46,0.0011239051818847656
21,47,0.0009272098541259766
21,48,0.0010080337524414062
21,49,0.0
21,50,0.001032114028930664
21,51,0.0009696483612060547
21,52,0.0
21,53,0.000980377197265625
21,54,0.0009179115295410156
21,55,0.0
22,1,0.0
22,2,0.0
22,3,0.0009958744049072266
22,4,0.0
22,5,0.0
22,6,0.0012979507446289062
22,7,0.0
22,8,0.0
22,9,0.00034046173095703125
22,10,0.0
22,11,0.0010080337524414062
22,12,0.0
22,13,0.0
22,14,0.0
22,15,0.0
22,16,0.0
22,17,0.0
22,18,0.0
22,19,0.0
22,20,0.0
22,21,0.0015082359313964844
22,22,0.0
22,23,0.0010097026824951172
22,24,0.0
22,25,0.0
22,26,0.0
22,27,0.0
22,28,0.001194000244140625
22,29,0.0
22,30,0.0
22,31,0.0
22,32,0.0
22,33,0.0
22,34,0.0
22,35,0.0
22,36,0.0
22,37,0.0
22,38,0.0
22,39,0.0
22,40,0.0
22,41,0.0
22,42,0.0015070438385009766
22,43,0.0
22,44,0.00025463104248046875
22,45,0.0009741783142089844
22,46,0.0016837120056152344
22,47,0.0015261173248291016
22,48,0.0008156299591064453
22,49,0.0003192424774169922
22,50,0.0010135173797607422
22,51,0.0015075206756591797
22,52,0.0
22,53,0.0
22,54,0.0
22,55,0.0
23,1,0.0
23,2,0.0
23,3,0.0
23,4,0.0
23,5,0.0
23,6,0.006008625030517578
23,7,0.0004036426544189453
23,8,0.0
23,9,0.0
23,10,0.0
23,11,0.0009577274322509766
23,12,0.0009253025054931641
23,13,0.0010161399841308594
23,14,0.0010688304901123047
23,15,0.0003001689910888672
23,16,0.0
23,17,0.0
23,18,0.0009987354278564453
23,19,0.0
23,20,0.0
23,21,0.0
23,22,0.0
23,23,0.0
23,24,0.0
23,25,0.0
23,26,0.0011191368103027344
23,27,0.0006358623504638672
23,28,0.00018286705017089844
23,29,0.0
23,30,0.0
23,31,0.0
23,32,0.0
23,33,0.0
23,34,0.0010457038879394531
23,35,0.0
23,36,0.0009984970092773438
23,37,0.00032782554626464844
23,38,0.0
23,39,0.0
23,40,0.0007793903350830078
23,41,0.0
23,42,0.0
23,43,0.0
23,44,0.0
23,45,0.0010097026824951172
23,46,0.0
23,47,0.0
23,48,0.0010013580322265625
23,49,0.0
23,50,0.0020210742950439453
23,51,0.0
23,52,0.0
23,53,0.0010080337524414062
23,54,0.0
23,55,0.0
24,1,0.0
24,2,0.0
24,3,0.0
24,4,0.0
24,5,0.0009989738464355469
24,6,0.0
24,7,0.0
24,8,0.0010561943054199219
24,9,0.0
24,10,0.0
24,11,0.0
24,12,0.001134634017944336
24,13,0.0010170936584472656
24,14,0.0009987354278564453
24,15,0.000993490219116211
24,16,0.0008864402770996094
24,17,0.0
24,18,0.0010063648223876953
24,19,0.0
24,20,0.0009944438934326172
24,21,0.0
24,22,0.0
24,23,0.0
24,24,0.0015108585357666016
24,25,0.0
24,26,0.0010068416595458984
24,27,0.0004417896270751953
24,28,0.0006158351898193359
24,29,0.0
24,30,0.0010044574737548828
24,31,0.0
24,32,0.0
24,33,0.0
24,34,0.0
24,35,0.00099945068359375
24,36,0.0
24,37,0.0009553432464599609
24,38,0.0003733634948730469
24,39,0.0
24,40,0.001009225845336914
24,41,0.0010042190551757812
24,42,0.0006103515625
24,43,0.0
24,44,0.0
24,45,0.005018949508666992
24,46,0.0
24,47,0.0
24,48,0.0
24,49,0.005018711090087891
24,50,0.0
24,51,0.0
24,52,0.0008707046508789062
24,53,0.0
24,54,0.0
24,55,0.005019187927246094
25,1,0.0
25,2,0.0
25,3,0.0
25,4,0.0
25,5,0.0
25,6,0.005043506622314453
25,7,0.0
25,8,0.0
25,9,0.0
25,10,0.0
25,11,0.0
25,12,0.0
25,13,0.0
25,14,0.0018932819366455078
25,15,0.0
25,16,0.0
25,17,0.0026671886444091797
25,18,0.0
25,19,0.0
